place_id,dine_in,summary,address,price_level,rating,reservable,serves_beer,serves_breakfast,serves_brunch,serves_dinner,serves_lunch,serves_vegetarian_food,serves_wine,takeout,user_ratings_total,delivery,weelchair,hours_open,num_days_open,open_weekends
ChIJKZpPYYknQg0Rk5aIvfTJWqI,True,,"Av. de la Plaza de Toros, 17, Carabanchel, 28025 Madrid, Spain",1.0,3.7,True,True,True,True,True,True,False,True,True,1688.0,False,True,106.5,7,True
ChIJOYTDEYonQg0Rm0H0F6qXd5k,True,Delivery/carryout chain offering a wide range of pizzas & a variety of other dishes & sides.,"P.º de Marcelino Camacho, 44, Carabanchel, 28025 Madrid, Spain",1.0,4.0,,,False,False,True,True,False,,True,2065.0,True,True,81.5,7,True
ChIJDwocnxWIQQ0R0glU-BIhMPM,True,,"C. de Quero, 35, Latina, 28024 Madrid, Spain",1.0,3.5,True,True,True,True,True,True,False,True,True,495.0,True,,69.0,7,True
ChIJy5v49IsnQg0RHqRXGqA50OY,True,,"Carabanchel, 28025 Madrid, Spain",,3.8,True,True,True,,True,True,False,True,,217.0,False,True,84.0,7,True
ChIJ0auhEiaIQQ0RGFGKGaE3pU4,True,,"Av. de Ntra. Sra. de Fátima, 84, Carabanchel, 28047 Madrid, Spain",1.0,3.7,True,True,,True,True,True,False,True,True,399.0,True,,56.91666666666667,6,True
ChIJuXGOKyyIQQ0R_Wu9rg4sLrM,True,,"Av. de Ntra. Sra. de Fátima, 92, Carabanchel, 28047 Madrid, Spain",1.0,4.3,True,True,False,,True,True,,True,True,708.0,True,True,56.75,7,True
ChIJZbf9txeIQQ0RG8X3ByqUJZY,True,,"C. de Camarena, 107, Latina, 28047 Madrid, Spain",1.0,4.6,True,True,False,,True,True,True,True,True,643.0,,False,26.0,5,True
ChIJfTsa3YsnQg0RcebDSdC7k2M,True,,"P.º de Marcelino Camacho, 17, Carabanchel, 28025 Madrid, Spain",1.0,4.5,True,True,False,False,True,True,False,True,,801.0,False,True,29.0,6,True
ChIJOzQGX4knQg0Re3dqSkorC0g,True,,"Palacio, Av. de la Plaza de Toros, 17, Carabanchel, 28025 Madrid, Spain",2.0,3.6,True,True,False,,True,True,,True,True,928.0,True,,49.0,7,True
ChIJBcnYiCKIQQ0RC6750RgMJcY,True,,"Cl. de los Yébenes, 253, Latina, 28047 Madrid, Spain",1.0,3.8,True,True,,,,,,True,True,18.0,False,,98.0,7,True
ChIJGxWmdCOIQQ0RYthkwOTiF-c,True,,"C. de Ocaña, 112, Latina, 28047 Madrid, Spain",2.0,4.1,True,True,True,True,True,True,False,True,True,1731.0,,True,96.5,7,True
ChIJpTbA7YonQg0R8OyvlEYTEvY,,,"C. de la Laguna, 107, Carabanchel, 28025 Madrid, Spain",,4.5,,,,,,,,,,518.0,,True,42.5,6,False
ChIJk3RR0FSJQQ0RRK4kajQucoo,True,,"Cl. de los Yébenes, 150, Latina, 28047 Madrid, Spain",1.0,4.0,True,True,,,True,True,True,True,True,370.0,True,True,68.0,7,True
ChIJTVN67NeJQQ0RRWBpxVsEXsw,True,,"Cl. de los Yébenes, 150, Latina, 28047 Madrid, Spain",1.0,4.4,True,True,True,True,True,True,False,True,True,1312.0,True,True,96.0,6,False
ChIJOYL46yKIQQ0RxQ9GL2O6eUs,True,,"C. de Illescas, 100, Latina, 28047 Madrid, Spain",,4.1,,True,,,True,True,False,,True,65.0,True,True,84.0,7,True
ChIJgQpkI7yJQQ0RkbH2Of1QJEQ,True,,"C. de Ocaña, 112, Latina, 28047 Madrid, Spain",,4.9,True,True,,,True,True,,True,True,229.0,True,,,0,False
ChIJjbuspxuJQQ0Rt4kl3LTGLvY,True,"Well-known fast-food chain serving grilled burgers, fries & shakes.","C. de Ocaña, 112, Latina, 28047 Madrid, Spain",1.0,4.1,,True,True,,True,True,True,False,True,715.0,True,True,83.0,7,True
ChIJ8SA3ayOIQQ0RK4EOwJs_CFo,,,"C. de Ocaña, 112, Latina, 28047 Madrid, Spain",2.0,3.7,True,True,,,,,,True,False,348.0,False,True,40.5,4,True
ChIJs3y1EyOIQQ0RGQhPtrqdtvY,True,,"C. de Ocaña, 112, Latina, 28047 Madrid, Spain",1.0,4.3,True,True,True,True,True,True,False,True,True,2548.0,False,True,97.5,7,True
ChIJO9CRu_OJQQ0R7siszwp8tk4,True,,"C. de Ntra. Sra. de la Luz, 118, Latina, 28047 Madrid, Spain",,5.0,,True,,,,True,,,True,5.0,False,,66.0,6,True
ChIJ61fessWJQQ0R86gyK4Js3CQ,True,,"C. de Ntra. Sra. de la Luz, 118, Latina, 28047 Madrid, Spain",,,,True,,,,,,True,True,,True,,,0,False
ChIJZ7wIhQ-JQQ0R3jjbv2bMPxI,True,,"C. de Ntra. Sra. de la Luz, 118, Latina, 28047 Madrid, Spain",,4.5,True,True,,,True,True,False,True,True,36.0,True,,61.0,6,True
ChIJb_-XcCOIQQ0RpEOePJorOJM,True,,"C. de Ntra. Sra. de la Luz, 118, Latina, 28047 Madrid, Spain",,2.3,,True,,,,True,False,True,True,4.0,,,95.0,7,True
ChIJ0ZHmc0OJQQ0RVOw1TVPQxqo,True,,"C. de Illescas, 209, Latina, 28047 Madrid, Spain",,4.7,True,True,,,True,True,False,True,True,24.0,False,,74.0,6,True
ChIJvRE3biOIQQ0RTVCwLDYO26k,True,,"C. de Ntra. Sra. de la Luz, Latina, 28047 Madrid, Spain",,5.0,,True,,,,,,,,1.0,,,,0,False
ChIJeQHZYBiIQQ0RWPWocSFdyQo,True,,"Latina, 28047 Madrid, Spain",,3.8,,True,True,,True,True,False,True,,17.0,False,,,0,False
ChIJedi2-iCIQQ0Rw4agK0xlD8I,True,,"Cam. de los Ingenieros, 1, Carabanchel, 28047 Madrid, Spain",,3.7,True,True,True,True,True,True,False,True,True,61.0,,True,94.0,6,False
ChIJK1Q3JqmJQQ0RA6cKOkIuhTo,True,,"C. de Illescas, 203, Latina, 28047 Madrid, Spain",1.0,4.3,True,True,True,,True,True,False,True,True,221.0,False,,117.5,7,True
ChIJhafQ7iCIQQ0RbDpS2DRxyJk,True,,"C. Guabairo, Carabanchel, 28047 Madrid, Spain",1.0,3.1,True,True,True,True,True,True,False,True,True,40.0,,True,68.0,7,True
ChIJvbKzkQOJQQ0RXTHDiid7hrc,True,Compact establishment offering traditional Ecuadorian cooking amid a laid-back ambiance.,"Tr.ª Guabairo, 3, Carabanchel, 28047 Madrid, Spain",1.0,4.5,True,True,True,True,True,True,False,True,True,1133.0,True,False,78.0,7,True
ChIJUUjJpxOJQQ0RpSh63gp1Wxw,True,,"C. Guabairo, 6, Carabanchel, 28047 Madrid, Spain",,5.0,,False,True,True,False,False,True,False,True,6.0,True,True,54.0,6,True
ChIJa5pbJwCJQQ0RJ5UK9GfTokk,True,,"C. Guabairo, 8, Carabanchel, 28047 Madrid, Spain",,3.0,,,,,,,,,,6.0,,,98.0,7,True
ChIJe1tfYoonQg0RAKnbggBQQ-Q,True,"Compact eatery serving typical Ecuadorian meals including encebollado & meat plates, plus breakfast.","C. de Juan Alonso, 6, Carabanchel, 28047 Madrid, Spain",1.0,4.2,True,True,True,True,True,True,False,True,True,1141.0,True,False,105.0,7,True
ChIJlxqE6iCIQQ0RdDlH4zu9INM,True,,"C. del Espinar, 5, Carabanchel, 28047 Madrid, Spain",,2.3,,True,,,,,,True,True,3.0,False,,126.0,7,True
ChIJH704wCCIQQ0RQjF1uqZfWco,True,,"C. del Espinar, 5, Carabanchel, 28047 Madrid, Spain",,4.2,,False,,,True,True,False,False,True,109.0,True,,140.0,7,True
ChIJV7E0zv6JQQ0Rj1bO8eXKUYw,True,,"C. del Petirrojo, 8, Latina, 28047 Madrid, Spain",,3.8,True,True,,,True,True,False,,True,5.0,False,,72.5,7,True
ChIJi-zfWCOIQQ0Rnq4UQRLF7oU,True,,"C. de Ocaña, 106, Latina, 28047 Madrid, Spain",1.0,4.3,True,True,True,True,True,True,False,True,True,266.0,False,True,30.0,3,False
ChIJC7E7eyCIQQ0R4NVIwIVaxQM,True,,"C. Vía Carpetana, 197, Carabanchel, 28047 Madrid, Spain",1.0,4.2,True,True,True,True,True,True,False,True,True,504.0,False,,108.0,6,False
ChIJazRhF4wnQg0RlYoSfibKTlQ,True,,"C. de Ramón Sainz, 19, Carabanchel, 28025 Madrid, Spain",,3.9,,True,,,,,,True,True,77.0,True,,54.0,7,True
ChIJobvXGIwnQg0RsbaeM4xLigY,True,,"C. de Matilde Hernández, 90, Carabanchel, 28025 Madrid, Spain",1.0,4.4,True,True,,True,True,True,False,True,,374.0,False,,50.0,6,True
ChIJEzpOEpInQg0Rrez6TlxoUFs,True,"Pizza take-out & delivery chain offering classic & specialty pizzas, plus wings, sides & desserts.","Calle del Gral. Ricardos, 159, Carabanchel, 28025 Madrid, Spain",1.0,3.6,False,True,False,,True,True,True,False,True,1474.0,True,True,86.0,7,True
ChIJO7BkPZInQg0R1GLLeoF-T5Y,True,,"C. Juan Francisco, 7, Carabanchel, 28025 Madrid, Spain",1.0,4.1,True,True,True,True,True,True,False,True,True,311.0,,,78.0,7,True
ChIJ0U1WOJInQg0RMuH-np30D5E,True,,"C. Juan Francisco, 4, Carabanchel, 28025 Madrid, Spain",,4.7,,True,,,,,False,True,True,13.0,False,,62.0,4,True
ChIJmzasG5MnQg0RE48dJGN-Z5s,True,,"C. de Luisa Muñoz, 4, Carabanchel, 28019 Madrid, Spain",1.0,4.4,True,True,,,True,True,False,True,True,565.0,True,,70.0,7,True
ChIJ8bidvJMnQg0RfcPdDogou-Y,True,,"C. de Valle de Oro, 3, Carabanchel, 28019 Madrid, Spain",,4.1,,True,,,True,,False,True,,141.0,False,True,90.0,6,True
ChIJIfMsH40nQg0RiKDqGdZ9F70,True,,"C. de la Oca, 21, bj, Carabanchel, 28025 Madrid, Spain",1.0,4.1,True,True,True,True,True,True,False,True,True,1115.0,False,,133.0,7,True
ChIJte2eqpEnQg0RHolN1faBMJY,,,"Pl. Tarifa, 6, Carabanchel, 28025 Madrid, Spain",,4.4,,,,,,,,,,40.0,True,,54.0,6,False
ChIJbb7ZOo0nQg0RgzoDFA4sTK8,True,,"C. de Zaida, 62, Carabanchel, 28019 Madrid, Spain",1.0,3.9,True,True,,,True,True,False,True,True,88.0,,,97.5,7,True
ChIJKa8UGI0nQg0Rp0eNdl7lSGg,True,"Well-known fast-food chain serving grilled burgers, fries & shakes.","Metro Oca, C. de la Oca, 32, Carabanchel, 28025 Madrid, Spain",1.0,3.7,,False,True,,True,True,True,False,True,2902.0,True,True,91.0,7,True
ChIJtX-EOpInQg0RuwlPdgmB0mA,True,,"C. de la Parra, 39, Carabanchel, 28025 Madrid, Spain",1.0,4.5,True,True,True,False,True,True,False,True,True,2205.0,False,True,97.0,7,True
ChIJC1z4E4snQg0RDV9IkiU_fPM,True,,"Calle del Pinzón, 17, Carabanchel, 28025 Madrid, Spain",,3.7,,True,,,True,True,,True,True,3.0,,,59.5,7,True
ChIJvdGD74snQg0RFSnpu6ZLVLk,True,,"C. de Castrojeriz, 12, Carabanchel, 28025 Madrid, Spain",1.0,4.3,True,True,True,True,True,True,False,True,True,509.0,False,True,91.0,7,True
ChIJn-uk4IsnQg0RAuEOD1YHeoQ,True,,"C. de Castrojeriz, 14, Carabanchel, 28025 Madrid, Spain",1.0,4.0,True,True,True,True,True,True,False,True,True,575.0,False,,121.0,7,True
ChIJMZ9mbQcnQg0RMAvItFEqeVk,True,,"C. de la Oca, 68, Carabanchel, 28025 Madrid, Spain",,3.9,,True,True,,,,False,True,True,147.0,,True,84.0,6,True
ChIJiQJ_CYsnQg0RFa4zhabeflE,True,,"C. de la Oca, 74, Carabanchel, 28025 Madrid, Spain",,4.0,,True,,,,,,True,,1.0,False,,15.0,6,False
ChIJm3zRHcUnQg0RUkr2ecZm-zY,True,,"C. Blandón, 3, Carabanchel, 28025 Madrid, Spain",2.0,3.8,True,True,True,,True,True,False,True,True,362.0,False,,74.0,6,True
ChIJdQXmfosnQg0R6NyazwFS1Cc,True,,"C. de la Oca, 57, Carabanchel, 28025 Madrid, Spain",1.0,4.1,False,True,,,True,True,,,True,712.0,False,False,79.5,7,True
ChIJqTwr7kOTZA0R1BoJENfArUQ,True,,"Calle del Pinzón, Carabanchel, 28025 Madrid, Spain",,5.0,True,True,,,,True,False,True,,1.0,,,73.5,7,True
ChIJddKeWCsnQg0RhCANpfRf0Zk,True,,"Calle del Pinzón, 17, Carabanchel, 28025 Madrid, Spain",,4.4,True,True,True,,True,True,False,True,True,1170.0,True,,98.0,7,True
ChIJURSVFYsnQg0RZtPiUZOA_X4,True,,"Calle del Pinzón, 15, Carabanchel, 28025 Madrid, Spain",,4.5,True,True,,,,,,True,,21.0,False,,129.5,7,True
ChIJI1a8rz8nQg0R8Qz7mlrjkfk,True,,"Calle del Pinzón, 38, Carabanchel, 28025 Madrid, Spain",,4.2,,True,,,True,True,False,True,True,71.0,,,98.91666666666667,6,True
ChIJt2LOJtMnQg0R_fWqQHSzHTY,True,,"Calle del Pinzón, 38, Carabanchel, 28025 Madrid, Spain",,5.0,,True,True,,,True,False,True,True,1.0,False,,78.0,6,True
ChIJ-X48ToonQg0RfFg51d5Nir0,True,,"C. de la Oca, 78, Carabanchel, 28025 Madrid, Spain",1.0,4.4,True,True,True,,True,True,False,True,True,438.0,False,True,105.5,7,True
ChIJ1Run1EknQg0R3EEzGF6Pqis,True,,"C. Alondra, 45, Carabanchel, 28025 Madrid, Spain",,4.4,True,True,True,,True,True,,True,True,298.0,,,77.0,6,True
ChIJ_0gCYSQnQg0RrVw9y_R7WH0,True,,"C. de la Oca, 60, Carabanchel, 28025 Madrid, Spain",,3.6,True,True,True,,True,True,False,True,True,207.0,,,84.0,7,True
ChIJ21JEuosnQg0RaHX37GLGD2Y,True,,"Calle del Pinzón, 42, Carabanchel, 28025 Madrid, Spain",,3.8,,True,,,True,,False,True,True,5.0,False,,84.0,7,True
ChIJh-HL09QnQg0RGXg0XCD3lbA,True,,"C. Alondra, 44, Carabanchel, 28025 Madrid, Spain",,2.3,True,True,,,True,True,False,True,True,6.0,,,90.0,6,True
ChIJOy6vAX0nQg0RRA9EFsJeLm8,True,,"C. Alondra, 44, Carabanchel, 28025 Madrid, Spain",1.0,4.5,True,True,True,,True,True,False,True,True,335.0,True,,60.0,6,True
ChIJ9R9piIsnQg0RzHVBoIXJf1g,True,,"C. Alondra, 44, Carabanchel, 28025 Madrid, Spain",,4.9,,,,,,,,,True,15.0,False,,78.0,6,False
ChIJqSmShoQnQg0RBZfDR2-3eIM,True,,"C. Guacamayo, 6, Carabanchel, 28025 Madrid, Spain",,,,True,,,,,,True,True,,True,,,0,False
ChIJP70GdLonQg0Rpcp0qswhMW8,True,,"C. de la Oca, 81, Carabanchel, 28025 Madrid, Spain",1.0,4.0,,,,,,,,,True,74.0,,True,70.5,7,True
ChIJ3djNtRAnQg0RZvcxRBKo8oY,True,,"C. de las Hermanas Alonso Barceló, 2, Carabanchel, 28025 Madrid, Spain",1.0,4.1,True,True,,,True,True,True,True,True,480.0,True,True,85.0,7,True
ChIJnxqx4P4nQg0R67gaATaVRjo,True,,"C. de Tucán, 42, Carabanchel, 28025 Madrid, Spain",1.0,4.1,True,True,True,True,True,True,False,True,True,539.0,False,,66.0,6,True
ChIJmwKQT4snQg0RByWtzfmf6c4,True,,"C. de Algodre, 15, Carabanchel, 28025 Madrid, Spain",,5.0,,True,True,,,True,False,True,,4.0,False,,91.0,7,True
ChIJp4e7i4wnQg0RLEQHupdXnoM,True,,"C. Eduardo Morales, 11, Carabanchel, 28025 Madrid, Spain",1.0,4.4,True,True,True,True,True,True,,True,True,384.0,True,False,90.0,6,False
ChIJ-W9mjIwnQg0RSJMbk2ngbQY,True,,"C. Eduardo Morales, 11, Carabanchel, 28025 Madrid, Spain",,2.6,,True,True,,True,True,False,True,True,48.0,,,108.5,7,True
ChIJ80picwAnQg0RRj1n66HbXpA,True,,"C. de Tucán, 1, Carabanchel, 28025 Madrid, Spain",,5.0,,,,,,True,False,,True,91.0,True,,56.0,6,True
ChIJu8B8BrcnQg0RMaycBe5FofA,False,,"C. de la Laguna, 107, Carabanchel, 28025 Madrid, Spain",,5.0,,,,,,,,,True,5.0,True,True,45.0,6,False
ChIJpTbA7YonQg0Ri5FF8TqAu1c,,,"C. de la Laguna, 107, Puesto 28, Carabanchel, 28025 Madrid, Spain",,4.5,,False,False,,,,False,False,True,38.0,,True,45.0,6,False
ChIJyckylIwnQg0RcDRxwyVNntM,True,,"C. Eduardo Morales, 3, Carabanchel, 28025 Madrid, Spain",,4.0,True,True,False,,True,True,,True,True,145.0,True,,63.0,7,True
ChIJx8y8VmsnQg0RhkdWk-sZsZg,True,,"C. de la Laguna, 52, Carabanchel, 28025 Madrid, Spain",,4.1,,True,,,,,False,,True,36.0,True,,98.0,7,True
ChIJFxKKG7wnQg0RNYE_E60EZ7g,True,,"C. de Sta. Lucrecia, 10, Carabanchel, 28019 Madrid, Spain",2.0,3.8,True,True,True,True,True,True,False,True,True,2089.0,,True,108.0,7,True
ChIJo3OI7JYnQg0RGV2mWtE-9v8,True,,"Pl. de San Vicente de Paúl, 4, Local, Carabanchel, 28025 Madrid, Spain",1.0,4.0,True,True,,,True,True,False,True,True,353.0,True,,56.0,7,True
ChIJwXyYMZEnQg0Rb9hEHqaxtO8,True,,"C. del Camino Viejo de Leganés, 98, Carabanchel, 28019 Madrid, Spain",1.0,4.6,True,True,True,True,True,True,False,True,True,638.0,False,True,85.0,6,True
ChIJp5yXPZUnQg0RCkzjW-TmHUk,True,,"C. de Alejandro Sánchez, 23, Carabanchel, 28019 Madrid, Spain",1.0,4.4,True,True,True,,True,True,False,True,True,505.0,False,True,40.5,6,True
ChIJaeBlaJUnQg0RFZm456XixPE,True,,"C. de Alejandro Sánchez, 31, Carabanchel, 28019 Madrid, Spain",1.0,4.0,True,True,True,True,True,True,False,True,True,534.0,False,False,108.0,7,True
ChIJdbqgS5UnQg0R2sOL5Cpygk0,,,"C, C. del Camino Viejo de Leganés, 27, Carabanchel, 28019 Madrid, Spain",1.0,4.1,,,,,,,,,True,116.0,,,66.5,6,False
ChIJvVOXjL0nQg0RBteskUNtqFs,True,,"Av. de Oporto, 28, LOCAL 50, Carabanchel, 28019 Madrid, Spain",1.0,4.2,True,True,,,,,,True,True,146.0,True,True,107.0,6,False
ChIJo1vdm-onQg0RuPD8i5LaEWQ,True,"Well-known fast-food chain serving grilled burgers, fries & shakes.","Calle del Gral. Ricardos, 89, Carabanchel, 28019 Madrid, Spain",1.0,4.0,,True,False,,True,True,True,False,True,2766.0,True,True,86.0,7,True
ChIJbYvKyL0nQg0R981bqgVos40,True,,"C. de Antonia Lancha, 32, Carabanchel, 28019 Madrid, Spain",1.0,4.5,True,True,True,True,True,True,False,True,True,593.0,False,False,77.0,6,True
ChIJ-wuy070nQg0Rq92rDo67JrM,True,,"C. de la Vía, 20, Carabanchel, 28019 Madrid, Spain",,4.4,,True,True,True,True,True,False,,True,388.0,,True,63.0,7,True
ChIJK5b2LsAnQg0RBnjevtVSu8o,True,,"Calle del Gral. Ricardos, 72, Carabanchel, 28019 Madrid, Spain",1.0,3.9,,False,False,False,,True,,False,True,310.0,True,,51.0,7,True
ChIJp2fKgcAnQg0RpK74fsFjsO0,True,,"C. Sallaberry, 65, Carabanchel, 28019 Madrid, Spain",1.0,4.5,True,True,True,True,True,True,False,True,True,544.0,,,84.0,6,True
ChIJE0Q8XpcnQg0RY-0J-CFqbGA,True,,"Av. de Abrantes, 42, Carabanchel, 28025 Madrid, Spain",1.0,3.4,True,True,,,True,True,False,True,True,146.0,True,False,101.5,7,True
ChIJFeJrM8AnQg0R-TJzlm6K-7M,True,"Chain with many Spanish mini-sandwiches plus beer & wine in a tavernlike, counter-serve setting.","Calle del Gral. Ricardos, 66, Carabanchel, 28019 Madrid, Spain",1.0,3.8,False,True,True,,True,True,False,True,True,1868.0,True,True,100.0,7,True
ChIJdak3S7wnQg0RMcpXh3QKCtQ,True,,"Av. de Oporto, 14, Carabanchel, 28019 Madrid, Spain",1.0,3.8,True,True,True,True,True,True,False,False,True,2569.0,True,True,81.0,6,True
ChIJI6itLpEnQg0ROcgVTxI1MRo,True,,"C. de Antonio Moreno, 2, Carabanchel, 28025 Madrid, Spain",1.0,4.4,True,True,True,True,,True,False,True,True,231.0,False,True,54.0,6,False
ChIJfxtuHsQnQg0Rigjd-1wmzKA,True,,"Calle del Gral. Ricardos, 57, Carabanchel, 28019 Madrid, Spain",1.0,3.2,True,True,False,,True,True,False,,True,382.0,True,False,55.0,7,True
ChIJEeTZ4pknQg0RCEn5Mt1trAk,True,,"Av. de Abrantes, 44, Carabanchel, 28025 Madrid, Spain",1.0,3.9,True,True,False,,True,True,False,,True,688.0,True,True,76.5,7,True
ChIJM4umh5AnQg0RMfHVSeufp8I,True,,"C. del Camino Viejo de Leganés, 134, Carabanchel, 28025 Madrid, Spain",1.0,4.2,,True,False,,True,True,False,,True,344.0,True,,49.0,7,True
ChIJkxQaZ5cnQg0RN5Vr4D8gOhQ,True,,"Av. de Abrantes, 40, Carabanchel, 28025 Madrid, Spain",1.0,3.9,True,True,True,True,True,True,False,True,True,659.0,False,True,112.0,7,True
ChIJradfVAInQg0RTCTox1Nx7Dw,True,,"C. Castro de Oro, 16, Carabanchel, 28019 Madrid, Spain",,3.0,True,True,,,True,True,False,True,True,14.0,False,,,0,False
ChIJ5yf1sdMnQg0RvC9hR_tOcLI,True,,"Calle del Gral. Ricardos, 139, Carabanchel, 28019 Madrid, Spain",,4.6,True,True,True,True,True,True,False,True,True,253.0,False,,84.0,6,True
ChIJ3bAQQJEnQg0R6lC8q6JtwpU,True,,"Calle del Gral. Ricardos, 154, Carabanchel, 28019 Madrid, Spain",,3.2,,False,,,True,True,,False,True,17.0,True,False,87.5,7,True
ChIJY8qruUwnQg0RBRWTPbCt2UU,True,,"Calle del Gral. Ricardos, 137, Carabanchel, 28019 Madrid, Spain",,4.4,True,True,True,True,True,True,False,True,True,1332.0,True,True,99.0,7,True
ChIJOxQAbZMnQg0ROyA9fxf-2Kc,True,,"Calle del Gral. Ricardos, 137, Carabanchel, 28019 Madrid, Spain",,,,True,,,True,True,False,True,True,,,,,0,False
ChIJbeluZJknQg0RHrzXmfw2KA4,True,,"Calle del Gral. Ricardos, 156, Carabanchel, 28019 Madrid, Spain",,4.4,,,,,,,,,True,8.0,True,,61.0,7,True
